Id	Standard Label	HyId	TupId	Type	Comments
713	Change in equity securities - UK, financial assets through profit and loss, held for trading	30		Money	
714	Change in equity securities - US, financial assets through profit and loss, designated	30		Money	
715	Change in equity securities - US, financial assets through profit and loss, held for trading	30		Money	
716	Change in equtiy securities-us, available-for-sale financial assets	30		Money	
717	Change in fair value of specific financial liabilities attributable to changes in credit risk [grouping]		10	Tuple	All Tuple Members to go: 1576, 2624, 1083, 1632, 1457
718	Change in financial assets through profit and loss	30		Money	
719	Change in financial assets through profit and loss, designated	30		Money	
720	Change in financial assets through profit and loss, held for trading	30		Money	
721	Change in forwards & futures, derivatives assets, designated as cash flow hedges	30		Money	
722	Change in forwards & futures, derivatives assets, designated as fair value hedges	30		Money	
723	Change in forwards & futures, derivatives assets, designated as hedges of net investment	30		Money	
724	Change in forwards & futures, derivatives assets, held for trading	30		Money	
725	Change in forwards & futures, derivatives liabilities, designated as cash flow hedges	30		Money	
726	Change in forwards & futures, derivatives liabilities, designated as fair value hedges	30		Money	
727	Change in forwards & futures, derivatives liabilities, designated as hedges of net investment	30		Money	
728	Change in forwards & futures, derivatives liabilities, held for trading	30		Money	
729	Change in government debt securities, available-for-sale financial assets	30		Money	
730	Change in government debt securities, financial assets through profit and loss, designated	30		Money	
731	Change in government debt securities financial assets through profit and loss, held for trading	30		Money	
732	Change in interest rate futures, derivatives assets, designated as cash flow hedges	30		Money	
733	Change in interest rate futures, derivatives assets, designated as fair value hedges	30		Money	
734	Change in interest rate futures, derivatives assets, designated as hedges of net investment	30		Money	
735	Change in interest rate futures, derivatives assets, held for trading	30		Money	
736	Change in interest rate futures, derivatives liabilities, designated as cash flow hedges	30		Money	
737	Change in interest rate futures, derivatives liabilities, designated as fair value hedges	30		Money	
738	Change in interest rate futures, derivatives liabilities, designated as hedges of net investment	30		Money	
739	Change in interest rate futures, derivatives liabilities, held for trading	30		Money	
740	Change in interest rate swaps, derivatives assets, designated as cash flow hedges	30		Money	
741	Change in interest rate swaps, derivatives assets, designated as fair value hedges	30		Money	
742	Change in interest rate swaps, derivatives assets, designated as hedges of net investment	30		Money	
743	Change in interest rate swaps, derivatives assets, held for trading	30		Money	
744	Change in interest rate swaps, derivatives liabilities, designated as cash flow hedges	30		Money	
745	Change in interest rate swaps, derivatives liabilities, designated as fair value hedges	30		Money	
746	Change in interest rate swaps, derivatives liabilities, designated as hedges of net investment	30		Money	
747	Change in interest rate swaps, derivatives liabilities, held for trading	30		Money	
748	Change in loans available-for-sale, available-for-sale financial assets	30		Money	
749	Change in loans designated at fair value through profit and loss, financial assets through profit and loss, designated	30		Money	
750	Change in loans held for trading, financial assets through profit and loss, held for trading	30		Money	
751	Change in mortgage and asset backed securities, available-for-sale financial assets	30		Money	
752	Change in mortgage and asset backed securities, financial assets through profit and loss, designated	30		Money	
753	Change in mortgage and asset backed securities, financial assets through profit and loss, held for trading	30		Money	
754	Change in mutual funds, available-for-sale financial assets	30		Money	
755	Change in mutual funds, financial assets through profit and loss, designated	30		Money	
756	Change in mutual funds, financial assets through profit and loss, held for trading	30		Money	
757	Change in non-controlled investment funds, available-for-sale financial assets	30		Money	
758	Change in non-controlled investment funds, financial assets through profit and loss, designated	30		Money	
759	Change in non-controlled investment funds, financial assets through profit and loss, held for trading	30		Money	
760	Change in non-redeemable preferred stock, available-for-sale financial assets	30		Money	
761	Change in non-redeemable preferred stock, financial assets through profit and loss, designated	30		Money	
762	Change in non-redeemable preferred stock, financial assets through profit and loss, held for trading	30		Money	
763	Change in options, derivatives assets, designated as cash flow hedges	30		Money	
764	Change in options, derivatives assets, designated as fair value hedges	30		Money	
765	Change in options, derivatives assets, designated as hedges of net investment	30		Money	
766	Change in options, derivatives assets, held for trading	30		Money	
767	Change in options, derivatives liabilities, designated as cash flow hedges	30		Money	
768	Change in options, derivatives liabilities, designated as fair value hedges	30		Money	
769	Change in options, derivatives liabilities, designated as hedges of net investment	30		Money	
770	Change in options, derivatives liabilities, held for trading	30		Money	
771	Change in options on currency futures, derivatives assets, designated as cash flow hedges	30		Money	
772	Change in options on currency futures, derivatives assets, designated as fair value hedges	30		Money	
773	Change in options on currency futures, derivatives assets, designated as hedges of net investment	30		Money	
774	Change in options on currency futures, derivatives assets, held for trading	30		Money	
775	Change in options on currency futures, derivatives liabilities, designated as cash flow hedges	30		Money	
776	Change in options on currency futures, derivatives liabilities, designated as fair value hedges	30		Money	
777	Change in options on currency futures, derivatives liabilities, designated as hedges of net investment	30		Money	
778	Change in options on currency futures, derivatives liabilities, held for trading	30		Money	
779	Change in options on interest rate futures, derivatives assets, designated as cash flow hedges	30		Money	
780	Change in options on interest rate futures, derivatives assets, designated as fair value hedges	30		Money	
781	Change in options on interest rate futures, derivatives assets, designated as hedges of net investment	30		Money	
782	Change in options on interest rate futures, derivatives assets, held for trading	30		Money	
783	Change in options on interest rate futures, derivatives liabilities, designated as cash flow hedges	30		Money	
784	Change in options on interest rate futures, derivatives liabilities, designated as fair value hedges	30		Money	
785	Change in options on interest rate futures, derivatives liabilities, designated as hedges of net investment	30		Money	
786	Change in options on interest rate futures, derivatives liabilities, held for trading	30		Money	
787	Change in options on interest rate swaps (swaptions), derivatives assets, designated as cash flow hedges	30		Money	
788	Change in options on interest rate swaps (swaptions), derivatives assets, designated as fair value hedges	30		Money	
789	Change in options on interest rate swaps (swaptions), derivatives assets, designated as hedges of net investment	30		Money	
790	Change in options on interest rate swaps (swaptions), derivatives assets, held for trading	30		Money	
