Id	Type	Level	Bro Name	Name 0	N 1	N 2	N 3	N 4	N 5	BD	Tx Id	Data Type	Sign	Acct Types	Post Type	RO	Hy Id	Excl Dims	Incl Dims	DiMeId	Except	Amort	Sum Up	Totalling	Sum To	Related	StartEnd	Context	Zones	Order	Descr	Comment	I Tx Std Label	I Allowable Dims	I Man Dim	I Prop Dim	I Tuples	I Tag	I Tx Type	I Tx Period	I StartEnd Bros	I Tx Sign	I Tx Hys
1181	Map		        PL.Expenses.Staff.TempStaff.TempsCasuals:Function.CoS	PL	Expenses	Staff	TempStaff	TempsCasuals		CoS	4733															 							"Temporary staff and casual wages, cost of sales"					uk-gaap:TemporaryStaffCasualWagesCostSales	Money	Duration		Debit	13
1182	Map		        PL.Expenses.Staff.TempStaff.TempsCasuals:Function.Distrib	PL	Expenses	Staff	TempStaff	TempsCasuals		Distrib	4734															 							"Temporary staff and casual wages, distribution costs"					uk-gaap:TemporaryStaffCasualWagesDistributionCosts	Money	Duration		Debit	13
1183	Ele	4	        PL.Expenses.Staff.TempStaff.Recruitment	PL	Expenses	Staff	TempStaff	Recruitment		 	4165	Money	Debit	PL	DE		13	44					+			 		Period			Recruitment		Recruitment costs	"1,3,4,43"				uk-gaap:RecruitmentCosts	Money	Duration		Debit	13
1184	Map		        PL.Expenses.Staff.TempStaff.Recruitment:Function.Admin	PL	Expenses	Staff	TempStaff	Recruitment		Admin	4163															 							"Recruitment, administrative expenses"					uk-gaap:RecruitmentAdministrativeExpenses	Money	Duration		Debit	13
1185	Map		        PL.Expenses.Staff.TempStaff.Recruitment:Function.CoS	PL	Expenses	Staff	TempStaff	Recruitment		CoS	4164															 							"Recruitment, cost of sales"					uk-gaap:RecruitmentCostSales	Money	Duration		Debit	13
1186	Map		        PL.Expenses.Staff.TempStaff.Recruitment:Function.Distrib	PL	Expenses	Staff	TempStaff	Recruitment		Distrib	4166															 							"Recruitment, distribution costs"					uk-gaap:RecruitmentDistributionCosts	Money	Duration		Debit	13
1187	Ele	3	      PL.Expenses.Staff.WagesSalaries	PL	Expenses	Staff	WagesSalaries			 	5061	Money	Debit	PL	DE		13	44					+			 		Period			Wages and salaries		"Wages and salaries, detailed P&L"	"1,3,4,43"				uk-gaap:WagesSalariesDetailedPL	Money	Duration		Debit	13
1188	Map		      PL.Expenses.Staff.WagesSalaries:Function.Admin	PL	Expenses	Staff	WagesSalaries			Admin	5059															 							"Wages and salaries, administrative expenses"					uk-gaap:WagesSalariesAdministrativeExpenses	Money	Duration		Debit	13
1189	Map		      PL.Expenses.Staff.WagesSalaries:Function.CoS	PL	Expenses	Staff	WagesSalaries			CoS	5060															 							"Wages and salaries, cost of sales"					uk-gaap:WagesSalariesCostSales	Money	Duration		Debit	13
1190	Map		      PL.Expenses.Staff.WagesSalaries:Function.Distrib	PL	Expenses	Staff	WagesSalaries			Distrib	5062															 							"Wages and salaries, distribution costs"					uk-gaap:WagesSalariesDistributionCosts	Money	Duration		Debit	13
1191	Set	2	    PL.Expenses.Stock	PL	Expenses	Stock				 	2722	Money	Debit	PL	DE		13	"43,44"					No			 		Period					Increase (decrease) in stocks / inventory	"1,3,4"				uk-gaap:IncreaseDecreaseInStocksInventory	Money	Duration		Debit	13
1192	Ele	3	      PL.Expenses.Stock.IncrInStocksRawMaterialsConsumables	PL	Expenses	Stock	IncrInStocksRawMaterialsConsumables			 	2727	Money	Debit	PL	DE		13	"43,44"					No			 		Period					Increase (decrease) in stocks of raw materials and consumables	"1,3,4"				uk-gaap:IncreaseDecreaseInStocksRawMaterialsConsumables	Money	Duration		Debit	13
1193	Ele	3	      PL.Expenses.Stock.IncrInWorkInProgress	PL	Expenses	Stock	IncrInWorkInProgress			 	2744	Money	Debit	PL	DE		13	"43,44"					No			 		Period					Increase (decrease) in work in progress	"1,3,4"				uk-gaap:IncreaseDecreaseInWorkInProgress	Money	Duration		Debit	13
1194	Ele	3	      PL.Expenses.Stock.IncrInFinishedGoodsGoodsForResale	PL	Expenses	Stock	IncrInFinishedGoodsGoodsForResale			 	2688	Money	Debit	PL	DE		13	"43,44"					No			 		Period					Increase (decrease) in finished goods and goods for resale	"1,3,4"				uk-gaap:IncreaseDecreaseInFinishedGoodsGoodsForResale	Money	Duration		Debit	13
1195	Ele	3	      PL.Expenses.Stock.IncrInPaymentsOnAccountForStocks	PL	Expenses	Stock	IncrInPaymentsOnAccountForStocks			 	2705	Money	Debit	PL	DE		13	"43,44"					No			 		Period					Increase (decrease) in payments on account for stocks	"1,3,4"				uk-gaap:IncreaseDecreaseInPaymentsOnAccountForStocks	Money	Duration		Debit	13
1196	Ele	2	    PL.Expenses.Subcontractors	PL	Expenses	Subcontractors				 	4557	Money	Debit	PL	DE		13	44					+			 		Period					Subcontractor costs	"1,3,4,43"				uk-gaap:SubcontractorCosts	Money	Duration		Debit	13
1197	Map		    PL.Expenses.Subcontractors:Function.Admin	PL	Expenses	Subcontractors				Admin	4558															 							"Subcontractor costs, administrative expenses"					uk-gaap:SubcontractorCostsAdministrativeExpenses	Money	Duration		Debit	13
1198	Map		    PL.Expenses.Subcontractors:Function.CoS	PL	Expenses	Subcontractors				CoS	4559															 							"Subcontractor costs, cost of sales"					uk-gaap:SubcontractorCostsCostSales	Money	Duration		Debit	13
1199	Map		    PL.Expenses.Subcontractors:Function.Distrib	PL	Expenses	Subcontractors				Distrib	4561															 							"Subcontractor costs, distribution costs"					uk-gaap:SubcontractorCostsDistributionCosts	Money	Duration		Debit	13
1200	Set	2	    PL.Expenses.Subscriptions	PL	Expenses	Subscriptions				 	4570	Money	Debit	PL	DE		13	44					+			 		Period			Subscriptions		Subscriptions costs	"1,3,4,43"				uk-gaap:SubscriptionsCosts	Money	Duration		Debit	13
1201	Map		    PL.Expenses.Subscriptions:Function.Admin	PL	Expenses	Subscriptions				Admin	4568															 							"Subscriptions, administrative expenses"					uk-gaap:SubscriptionsAdministrativeExpenses	Money	Duration		Debit	13
1202	Map		    PL.Expenses.Subscriptions:Function.CoS	PL	Expenses	Subscriptions				CoS	4569															 							"Subscriptions, cost of sales"					uk-gaap:SubscriptionsCostSales	Money	Duration		Debit	13
1203	Map		    PL.Expenses.Subscriptions:Function.Distrib	PL	Expenses	Subscriptions				Distrib	4571															 							"Subscriptions, distribution costs"					uk-gaap:SubscriptionsDistributionCosts	Money	Duration		Debit	13
1204	Ele	3	      PL.Expenses.Subscriptions.Publications	PL	Expenses	Subscriptions	Publications			 	4091	Money	Debit	PL	DE		13	44					+			 		Period			Publication and other information subscriptions		Publication and other information subscriptions costs	"1,3,4,43"				uk-gaap:PublicationOtherInformationSubscriptionsCosts	Money	Duration		Debit	13
1205	Map		      PL.Expenses.Subscriptions.Publications:Function.Admin	PL	Expenses	Subscriptions	Publications			Admin	4089															 							"Publication and other information subscriptions, administrative expenses"					uk-gaap:PublicationOtherInformationSubscriptionsAdministrativeExpenses	Money	Duration		Debit	13
1206	Map		      PL.Expenses.Subscriptions.Publications:Function.CoS	PL	Expenses	Subscriptions	Publications			CoS	4090															 							"Publication and other information subscriptions, cost of sales"					uk-gaap:PublicationOtherInformationSubscriptionsCostSales	Money	Duration		Debit	13
1207	Map		      PL.Expenses.Subscriptions.Publications:Function.Distrib	PL	Expenses	Subscriptions	Publications			Distrib	4092															 							"Publication and other information subscriptions, distribution costs"					uk-gaap:PublicationOtherInformationSubscriptionsDistributionCosts	Money	Duration		Debit	13
1208	Ele	3	      PL.Expenses.Subscriptions.ProfessionalTradeBodies	PL	Expenses	Subscriptions	ProfessionalTradeBodies			 	4578	Money	Debit	PL	DE		13	44					+			 		Period			Subscriptions to professional and trade bodies		Subscriptions to professional and trade bodies costs	"1,3,4,43"				uk-gaap:SubscriptionsToProfessionalTradeBodiesCosts	Money	Duration		Debit	13
1209	Map		      PL.Expenses.Subscriptions.ProfessionalTradeBodies:Function.Admin	PL	Expenses	Subscriptions	ProfessionalTradeBodies			Admin	4576															 							"Subscriptions to professional and trade bodies, administrative expenses"					uk-gaap:SubscriptionsToProfessionalTradeBodiesAdministrativeExpenses	Money	Duration		Debit	13
1210	Map		      PL.Expenses.Subscriptions.ProfessionalTradeBodies:Function.CoS	PL	Expenses	Subscriptions	ProfessionalTradeBodies			CoS	4577															 							"Subscriptions to professional and trade bodies, cost of sales"					uk-gaap:SubscriptionsToProfessionalTradeBodiesCostSales	Money	Duration		Debit	13
1211	Map		      PL.Expenses.Subscriptions.ProfessionalTradeBodies:Function.Distrib	PL	Expenses	Subscriptions	ProfessionalTradeBodies			Distrib	4579															 							"Subscriptions to professional and trade bodies, distribution costs"					uk-gaap:SubscriptionsToProfessionalTradeBodiesDistributionCosts	Money	Duration		Debit	13
1212	Ele	2	    PL.Expenses.Sundry	PL	Expenses	Sundry				 	4625	Money	Debit	PL	DE		13	44					+			 		Period					Sundry expenses	"1,3,4,43"				uk-gaap:SundryExpenses	Money	Duration		Debit	13
1213	Map		    PL.Expenses.Sundry:Function.Admin	PL	Expenses	Sundry				Admin	4626															 							"Sundry expenses, administrative expenses"					uk-gaap:SundryExpensesAdministrativeExpenses	Money	Duration		Debit	13
1214	Map		    PL.Expenses.Sundry:Function.CoS	PL	Expenses	Sundry				CoS	4627															 							"Sundry expenses, cost of sales"					uk-gaap:SundryExpensesCostSales	Money	Duration		Debit	13
1215	Map		    PL.Expenses.Sundry:Function.Distrib	PL	Expenses	Sundry				Distrib	4628															 							"Sundry expenses, distribution costs"					uk-gaap:SundryExpensesDistributionCosts	Money	Duration		Debit	13
1216	Set	2	    PL.Expenses.Support	PL	Expenses	Support				 	4629	Money	Debit	PL	DE		13	44					+			 		Period			Support and administration		Support and administration costs	"1,3,4,43"				uk-gaap:SupportAdministrationCosts	Money	Duration		Debit	13
1217	Map		    PL.Expenses.Support:Function.Admin	PL	Expenses	Support				Admin	4630															 					"Support and administration, administrative expenses"		"Support and administration costs, administrative expenses"					uk-gaap:SupportAdministrationCostsAdministrativeExpenses	Money	Duration		Debit	13
1218	Map		    PL.Expenses.Support:Function.CoS	PL	Expenses	Support				CoS	4631															 					"Support and administration, cost of sales"		"Support and administration costs, cost of sales"					uk-gaap:SupportAdministrationCostsCostSales	Money	Duration		Debit	13
1219	Map		    PL.Expenses.Support:Function.Distrib	PL	Expenses	Support				Distrib	4632															 					"Support and administration, distribution costs"		"Support and administration costs, distribution costs"					uk-gaap:SupportAdministrationCostsDistributionCosts	Money	Duration		Debit	13
1220	Ele	3	      PL.Expenses.Support.DataProcessing	PL	Expenses	Support	DataProcessing			 	1134	Money	Debit	PL	DE		13	44					+			 		Period			Data processing		Data processing costs	"1,3,4,43"				uk-gaap:DataProcessingCosts	Money	Duration		Debit	13
1221	Map		      PL.Expenses.Support.DataProcessing:Function.Admin	PL	Expenses	Support	DataProcessing			Admin	1132															 							"Data processing, administrative expenses"					uk-gaap:DataProcessingAdministrativeExpenses	Money	Duration		Debit	13
1222	Map		      PL.Expenses.Support.DataProcessing:Function.CoS	PL	Expenses	Support	DataProcessing			CoS	1133															 							"Data processing, cost of sales"					uk-gaap:DataProcessingCostSales	Money	Duration		Debit	13
1223	Map		      PL.Expenses.Support.DataProcessing:Function.Distrib	PL	Expenses	Support	DataProcessing			Distrib	1135															 							"Data processing, distribution costs"					uk-gaap:DataProcessingDistributionCosts	Money	Duration		Debit	13
1224	Ele	3	      PL.Expenses.Support.HealthSafety	PL	Expenses	Support	HealthSafety			 	2458	Money	Debit	PL	DE		13	44					+			 		Period			Health and safety		Health and safety costs	"1,3,4,43"				uk-gaap:HealthSafetyCosts	Money	Duration		Debit	13
1225	Map		      PL.Expenses.Support.HealthSafety:Function.Admin	PL	Expenses	Support	HealthSafety			Admin	2459															 					"Health and safety, administrative expenses"		"Health and safety costs, administrative expenses"					uk-gaap:HealthSafetyCostsAdministrativeExpenses	Money	Duration		Debit	13
1226	Map		      PL.Expenses.Support.HealthSafety:Function.CoS	PL	Expenses	Support	HealthSafety			CoS	2460															 					"Health and safety, cost of sales"		"Health and safety costs, cost of sales"					uk-gaap:HealthSafetyCostsCostSales	Money	Duration		Debit	13
1227	Map		      PL.Expenses.Support.HealthSafety:Function.Distrib	PL	Expenses	Support	HealthSafety			Distrib	2461															 					"Health and safety, distribution costs"		"Health and safety costs, distribution costs"					uk-gaap:HealthSafetyCostsDistributionCosts	Money	Duration		Debit	13
1228	Ele	3	      PL.Expenses.Support.PayrollProcessing	PL	Expenses	Support	PayrollProcessing			 	3756	Money	Debit	PL	DE		13	44					+			 		Period			Payroll processing		Payroll processing costs	"1,3,4,43"				uk-gaap:PayrollProcessingCosts	Money	Duration		Debit	13
1229	Map		      PL.Expenses.Support.PayrollProcessing:Function.Admin	PL	Expenses	Support	PayrollProcessing			Admin	3754															 							"Payroll processing, administrative expenses"					uk-gaap:PayrollProcessingAdministrativeExpenses	Money	Duration		Debit	13
1230	Map		      PL.Expenses.Support.PayrollProcessing:Function.CoS	PL	Expenses	Support	PayrollProcessing			CoS	3755															 							"Payroll processing, cost of sales"					uk-gaap:PayrollProcessingCostSales	Money	Duration		Debit	13
1231	Map		      PL.Expenses.Support.PayrollProcessing:Function.Distrib	PL	Expenses	Support	PayrollProcessing			Distrib	3757															 							"Payroll processing, distribution costs"					uk-gaap:PayrollProcessingDistributionCosts	Money	Duration		Debit	13
1232	Set	2	    PL.Expenses.VehicleRunning	PL	Expenses	VehicleRunning				 	5050	Money	Debit	PL	DE		13	44					+			 		Period			Vehicle running		Vehicle running costs	"1,3,4,43"				uk-gaap:VehicleRunningCosts	Money	Duration		Debit	13
1233	Map		    PL.Expenses.VehicleRunning:Function.Admin	PL	Expenses	VehicleRunning				Admin	5051															 					"Vehicle running, administrative expenses"		"Vehicle running costs, administrative expenses"					uk-gaap:VehicleRunningCostsAdministrativeExpenses	Money	Duration		Debit	13
1234	Map		    PL.Expenses.VehicleRunning:Function.CoS	PL	Expenses	VehicleRunning				CoS	5052															 					"Vehicle running, cost of sales"		"Vehicle running costs, cost of sales"					uk-gaap:VehicleRunningCostsCostSales	Money	Duration		Debit	13
1235	Map		    PL.Expenses.VehicleRunning:Function.Distrib	PL	Expenses	VehicleRunning				Distrib	5054															 					"Vehicle running, distribution costs"		"Vehicle running costs, distribution costs"					uk-gaap:VehicleRunningCostsDistributionCosts	Money	Duration		Debit	13
1236	Ele	3	      PL.Expenses.VehicleRunning.Fuel	PL	Expenses	VehicleRunning	Fuel			 	5026	Money	Debit	PL	DE		13	44					+			 		Period			Vehicle fuel		Vehicle fuel costs	"1,3,4,43"				uk-gaap:VehicleFuelCosts	Money	Duration		Debit	13
1237	Map		      PL.Expenses.VehicleRunning.Fuel:Function.Admin	PL	Expenses	VehicleRunning	Fuel			Admin	5027															 					"Vehicle fuel, administrative expenses"		"Vehicle fuel costs, administrative expenses"					uk-gaap:VehicleFuelCostsAdministrativeExpenses	Money	Duration		Debit	13
1238	Map		      PL.Expenses.VehicleRunning.Fuel:Function.CoS	PL	Expenses	VehicleRunning	Fuel			CoS	5028															 					"Vehicle fuel, cost of sales"		"Vehicle fuel costs, cost of sales"					uk-gaap:VehicleFuelCostsCostSales	Money	Duration		Debit	13
1239	Map		      PL.Expenses.VehicleRunning.Fuel:Function.Distrib	PL	Expenses	VehicleRunning	Fuel			Distrib	5029															 					"Vehicle fuel, distribution costs"		"Vehicle fuel costs, distribution costs"					uk-gaap:VehicleFuelCostsDistributionCosts	Money	Duration		Debit	13
1240	Ele	3	      PL.Expenses.VehicleRunning.Insurance	PL	Expenses	VehicleRunning	Insurance			 	5032	Money	Debit	PL	DE		13	44					+			 		Period			Vehicle insurance		Vehicle insurance costs	"1,3,4,43"				uk-gaap:VehicleInsuranceCosts	Money	Duration		Debit	13
1241	Map		      PL.Expenses.VehicleRunning.Insurance:Function.Admin	PL	Expenses	VehicleRunning	Insurance			Admin	5030															 							"Vehicle insurance, administrative expenses"					uk-gaap:VehicleInsuranceAdministrativeExpenses	Money	Duration		Debit	13
1242	Map		      PL.Expenses.VehicleRunning.Insurance:Function.CoS	PL	Expenses	VehicleRunning	Insurance			CoS	5031															 							"Vehicle insurance, cost of sales"					uk-gaap:VehicleInsuranceCostSales	Money	Duration		Debit	13
1243	Map		      PL.Expenses.VehicleRunning.Insurance:Function.Distrib	PL	Expenses	VehicleRunning	Insurance			Distrib	5033															 							"Vehicle insurance, distribution costs"					uk-gaap:VehicleInsuranceDistributionCosts	Money	Duration		Debit	13
1244	Ele	3	      PL.Expenses.VehicleRunning.Other	PL	Expenses	VehicleRunning	Other			 	3684	Money	Debit	PL	DE		13	44					+			 		Period			Other vehicle		Other vehicle costs	"1,3,4,43"				uk-gaap:OtherVehicleCosts	Money	Duration		Debit	13
1245	Map		      PL.Expenses.VehicleRunning.Other:Function.Admin	PL	Expenses	VehicleRunning	Other			Admin	3685															 					"Other vehicle, administrative expenses"		"Other vehicle costs, administrative expenses"					uk-gaap:OtherVehicleCostsAdministrativeExpenses	Money	Duration		Debit	13
1246	Map		      PL.Expenses.VehicleRunning.Other:Function.CoS	PL	Expenses	VehicleRunning	Other			CoS	3686															 					"Other vehicle, cost of sales"		"Other vehicle costs, cost of sales"					uk-gaap:OtherVehicleCostsCostSales	Money	Duration		Debit	13
1247	Map		      PL.Expenses.VehicleRunning.Other:Function.Distrib	PL	Expenses	VehicleRunning	Other			Distrib	3687															 					"Other vehicle, distribution costs"		"Other vehicle costs, distribution costs"					uk-gaap:OtherVehicleCostsDistributionCosts	Money	Duration		Debit	13
1248	Ele	3	      PL.Expenses.VehicleRunning.Parking	PL	Expenses	VehicleRunning	Parking			 	5036	Money	Debit	PL	DE		13	44					+			 		Period			Vehicle parking		Vehicle parking costs	"1,3,4,43"				uk-gaap:VehicleParkingCosts	Money	Duration		Debit	13
1249	Map		      PL.Expenses.VehicleRunning.Parking:Function.Admin	PL	Expenses	VehicleRunning	Parking			Admin	5034															 							"Vehicle parking, administrative expenses"					uk-gaap:VehicleParkingAdministrativeExpenses	Money	Duration		Debit	13
1250	Map		      PL.Expenses.VehicleRunning.Parking:Function.CoS	PL	Expenses	VehicleRunning	Parking			CoS	5035															 							"Vehicle parking, cost of sales"					uk-gaap:VehicleParkingCostSales	Money	Duration		Debit	13
1251	Map		      PL.Expenses.VehicleRunning.Parking:Function.Distrib	PL	Expenses	VehicleRunning	Parking			Distrib	5037															 							"Vehicle parking, distribution costs"					uk-gaap:VehicleParkingDistributionCosts	Money	Duration		Debit	13
1252	Set	3	      PL.Expenses.VehicleRunning.Repairs	PL	Expenses	VehicleRunning	Repairs			 	5048	Money	Debit	PL	DE		13	44					+			 		Period			"Vehicle repairs, renewals and maintenance"		"Vehicle repairs, renewals and maintenance costs"	"1,3,4,43"				uk-gaap:VehicleRepairsRenewalsMaintenanceCosts	Money	Duration		Debit	13
1253	Map		      PL.Expenses.VehicleRunning.Repairs:Function.Admin	PL	Expenses	VehicleRunning	Repairs			Admin	5046															 							"Vehicle repairs, renewals and maintenance, administrative expenses"					uk-gaap:VehicleRepairsRenewalsMaintenanceAdministrativeExpenses	Money	Duration		Debit	13
1254	Map		      PL.Expenses.VehicleRunning.Repairs:Function.CoS	PL	Expenses	VehicleRunning	Repairs			CoS	5047															 							"Vehicle repairs, renewals and maintenance, cost of sales"					uk-gaap:VehicleRepairsRenewalsMaintenanceCostSales	Money	Duration		Debit	13
1255	Map		      PL.Expenses.VehicleRunning.Repairs:Function.Distrib	PL	Expenses	VehicleRunning	Repairs			Distrib	5049															 							"Vehicle repairs, renewals and maintenance, distribution costs"					uk-gaap:VehicleRepairsRenewalsMaintenanceDistributionCosts	Money	Duration		Debit	13
1256	Ele	4	        PL.Expenses.VehicleRunning.Repairs.Repairs	PL	Expenses	VehicleRunning	Repairs	Repairs		 	5044	Money	Debit	PL	DE		13	44					+			 		Period			Vehicle repairs and maintenance		Vehicle repairs and maintenance costs	"1,3,4,43"				uk-gaap:VehicleRepairsMaintenanceCosts	Money	Duration		Debit	13
1257	Map		        PL.Expenses.VehicleRunning.Repairs.Repairs:Function.Admin	PL	Expenses	VehicleRunning	Repairs	Repairs		Admin	5042															 							"Vehicle repairs and maintenance, administrative expenses"					uk-gaap:VehicleRepairsMaintenanceAdministrativeExpenses	Money	Duration		Debit	13
1258	Map		        PL.Expenses.VehicleRunning.Repairs.Repairs:Function.CoS	PL	Expenses	VehicleRunning	Repairs	Repairs		CoS	5043															 							"Vehicle repairs and maintenance, cost of sales"					uk-gaap:VehicleRepairsMaintenanceCostSales	Money	Duration		Debit	13
1259	Map		        PL.Expenses.VehicleRunning.Repairs.Repairs:Function.Distrib	PL	Expenses	VehicleRunning	Repairs	Repairs		Distrib	5045															 							"Vehicle repairs and maintenance, distribution costs"					uk-gaap:VehicleRepairsMaintenanceDistributionCosts	Money	Duration		Debit	13
1260	Ele	4	        PL.Expenses.VehicleRunning.Repairs.Renewals	PL	Expenses	VehicleRunning	Repairs	Renewals		 	5040	Money	Debit	PL	DE		13	44					+			 		Period			Vehicle renewals and maintenance		Vehicle renewals and maintenance costs	"1,3,4,43"				uk-gaap:VehicleRenewalsMaintenanceCosts	Money	Duration		Debit	13
1261	Map		        PL.Expenses.VehicleRunning.Repairs.Renewals:Function.Admin	PL	Expenses	VehicleRunning	Repairs	Renewals		Admin	5038															 							"Vehicle renewals and maintenance, administrative expenses"					uk-gaap:VehicleRenewalsMaintenanceAdministrativeExpenses	Money	Duration		Debit	13
1262	Map		        PL.Expenses.VehicleRunning.Repairs.Renewals:Function.CoS	PL	Expenses	VehicleRunning	Repairs	Renewals		CoS	5039															 							"Vehicle renewals and maintenance, cost of sales"					uk-gaap:VehicleRenewalsMaintenanceCostSales	Money	Duration		Debit	13
1263	Map		        PL.Expenses.VehicleRunning.Repairs.Renewals:Function.Distrib	PL	Expenses	VehicleRunning	Repairs	Renewals		Distrib	5041															 							"Vehicle renewals and maintenance, distribution costs"					uk-gaap:VehicleRenewalsMaintenanceDistributionCosts	Money	Duration		Debit	13
1264	Ele	2	    PL.Expenses.Warehouse	PL	Expenses	Warehouse				 	5063	Money	Debit	PL	DE		13	44					+			 		Period					Warehouse and storage expenses	"1,3,4,43"				uk-gaap:WarehouseStorageExpenses	Money	Duration		Debit	13
1265	Map		    PL.Expenses.Warehouse:Function.Admin	PL	Expenses	Warehouse				Admin	5064															 							"Warehouse and storage expenses, administrative expenses"					uk-gaap:WarehouseStorageExpensesAdministrativeExpenses	Money	Duration		Debit	13
1266	Map		    PL.Expenses.Warehouse:Function.CoS	PL	Expenses	Warehouse				CoS	5065															 							"Warehouse and storage expenses, cost of sales"					uk-gaap:WarehouseStorageExpensesCostSales	Money	Duration		Debit	13
1267	Map		    PL.Expenses.Warehouse:Function.Distrib	PL	Expenses	Warehouse				Distrib	5066															 							"Warehouse and storage expenses, distribution costs"					uk-gaap:WarehouseStorageExpensesDistributionCosts	Money	Duration		Debit	13
1268	Set	1	  PL.OtherOpIncome	PL	OtherOpIncome					 	3615	Money	Credit	PL	DE		10	43					+			 		Period					Other operating income	"1,3,4,5,6"				uk-gaap:OtherOperatingIncome	Money	Duration		Credit	10
1269	Ele	2	    PL.OtherOpIncome.DescrGovernmentAssistance	PL	OtherOpIncome	DescrGovernmentAssistance				 	1489	String		PL			13	"43,44"								 		Period					Description of other government assistance	"1,3,4"			83 3551 302 O OtherGovernmentAssistance	uk-gaap:DescriptionOtherGovernmentAssistance	String	Duration			"9,13"
1270	Ele	2	    PL.OtherOpIncome.GovernmentGrantReceiptsNet	PL	OtherOpIncome	GovernmentGrantReceiptsNet				 	2440	Money	Credit	PL	DE		13	"43,44"					+			 		Period					Government grant receipts - Net	"1,3,4"				uk-gaap:GovernmentGrantReceipts-Net	Money	Duration		Credit	"9,13"
1271	Ele	2	    PL.OtherOpIncome.GrantsSubsidiesReceived	PL	OtherOpIncome	GrantsSubsidiesReceived				 	2446	Money	Credit	PL	DE		13	"43,44"					+			 		Period					"Grants and subsidies received, contributing to other operating income"	"1,3,4"				uk-gaap:GrantsSubsidiesReceivedContributingToOtherOperatingIncome	Money	Duration		Credit	13
1272	Ele	2	    PL.OtherOpIncome.GroundRentReceived	PL	OtherOpIncome	GroundRentReceived				 	2451	Money	Credit	PL	DE		13	"43,44"					+			 		Period					"Ground rent received, contributing to other operating income"	"1,3,4"				uk-gaap:GroundRentReceivedContributingToOtherOperatingIncome	Money	Duration		Credit	13
1273	Ele	2	    PL.OtherOpIncome.NetGainFromGovernmentAssistance	PL	OtherOpIncome	NetGainFromGovernmentAssistance				 	3281	Money	Credit	PL	DE		13	"43,44"					+			 		Period					Net gain from other government assistance	"1,3,4"			83 3551 303 O OtherGovernmentAssistance	uk-gaap:NetGainFromOtherGovernmentAssistance	Money	Duration		Credit	"9,13"
1274	Ele	2	    PL.OtherOpIncome.Other	PL	OtherOpIncome	Other				 	3552	Money	Credit	PL	DE		13	"43,44"					+			 		Period					"Other income, contributing to other operating income"	"1,3,4"				uk-gaap:OtherIncomeContributingToOtherOperatingIncome	Money	Duration		Credit	13
1275	Ele	2	    PL.OtherOpIncome.ReimbursementCosts	PL	OtherOpIncome	ReimbursementCosts				 	4196	Money	Credit	PL	DE		13	"43,44"					+			 		Period					Reimbursement of costs	"1,3,4"				uk-gaap:ReimbursementCosts	Money	Duration		Credit	"9,13"
1276	Ele	2	    PL.OtherOpIncome.RentalFromProperty	PL	OtherOpIncome	RentalFromProperty				 	4206	Money	Credit	PL	DE		13	"43,44"					+			 		Period					"Rental and other income from property, contributing to other operating income"	"1,3,4"				uk-gaap:RentalOtherIncomeFromPropertyContributingToOtherOperatingIncome	Money	Duration		Credit	13
1277	Ele	2	    PL.OtherOpIncome.RoyaltyLicenceSimilarReceivables	PL	OtherOpIncome	RoyaltyLicenceSimilarReceivables				 	4302	Money	Credit	PL	DE		13	"43,44"					+			 		Period					"Royalty, licence and similar receivables"	"1,3,4"				uk-gaap:RoyaltyLicenceSimilarReceivables	Money	Duration		Credit	"9,13"
1278	Ele	1	  PL.OtherFinanceIncome	PL	OtherFinanceIncome					 	3540	Money	Credit	PL	DE		2						+			 		Period					Other finance income	"2,3,4,5,6,7,39"				uk-gaap:OtherFinanceIncome	Money	Duration		Credit	"2,13"
1279	Ele	1	  PL.GainLossOnSaleOrTerminationOps	PL	GainLossOnSaleOrTerminationOps					 	2341	Money	Credit	PL	DE		2						+			 		Period					Gain (loss) on sale or termination of operations	"2,3,4,5,6,7,39"				uk-gaap:GainLossOnSaleOrTerminationOperations	Money	Duration		Credit	2
1280	Ele	1	  PL.UtilisationEarlierProvisionsForSaleOrTerminationOps	PL	UtilisationEarlierProvisionsForSaleOrTerminationOps					 	4987	Money	Credit	PL	DE		2						+			 		Period					Utilisation of earlier provisions for sale or termination of operations	"2,3,4,5,6,7,39"				uk-gaap:UtilisationEarlierProvisionsForSaleOrTerminationOperations	Money	Duration		Credit	2
1281	Ele	1	  PL.GainLossFromDisposalFixedAssets	PL	GainLossFromDisposalFixedAssets					 	2272	Money	Credit	PL	DE		2						+			 		Period					Gain (loss) from disposal of fixed assets	"2,3,4,5,6,7,39"				uk-gaap:GainLossFromDisposalFixedAssets	Money	Duration		Credit	2
1282	Ele	1	  PL.FinanceChargesIncome	PL	FinanceChargesIncome					 	2066	Money	Debit	PL	DE		2						+			 		Period					Finance charges (income)	"2,3,4,5,6,7,39"				uk-gaap:FinanceChargesIncome	Money	Duration		Debit	"2,13"
1283	Ele	1	  PL.OtherFinanceCharges	PL	OtherFinanceCharges					 	3538	Money	Debit	PL	DE		2						+			 		Period					Other finance charges	"2,3,4,5,6,7,39"				uk-gaap:OtherFinanceCharges	Money	Duration		Debit	"2,13"
